original	polished	Count
Finnish Lutheran Book Concern	finnish lutheran book concern	1
Vrethalla lantmannaskola	vrethalla lantmannaskola	1
Suomen sos.-dem. Naisliittotoimikunta	suomen sos dem naisliittotoimikunta	1
Norsted & Söner	norsted söner	1
Finlands sv. soc.dem. ungdomsklubbars centralkommitté	finlands sv soc dem ungdomsklubbars centralkommitté	1
S. G. M. Publishing Office	m publishing office	1
Suomen lähetysseura ja Suomen ev. lut. pyhäkouluyhdistys	suomen lähetysseura suomen ev lut pyhäkouluyhdistys	1
Suomen eläinsuojelus-yhdistys	suomen eläinsuojelus yhdistys	1
[Punkalaitumen kunta]	punkalaitumen kunta	1
[Oriveden osuuskauppa]	oriveden osuuskauppa	1
Esbo segelförening	esbo segelförening	1
Esbo hembygdsforskningförening	esbo hembygdsforskningförening	1
Östra Finland kp.	östra finland kp	1
Andelslaget Varuboden	andelslaget varuboden	1
Suomalainen kansalliskirjakauppa	suomalainen kansalliskirjakauppa	1
Understödsfonden för Belgiens barn	understödsfonden för belgiens barn	1
Statsvetenskaplig tidskrifts expedition	statsvetenskaplig tidskrifts expedition	1
Verlag Friedrich Andreas Perthes A.-G.	verlag friedrich andreas perthes g	1
Undervisningsmaterialie centralen	undervisningsmaterialie centralen	1
[Porin maaseurakunnan kunnallislautakunta]	porin maaseurakunnan kunnallislautakunta	1
Turun kustannusliike	turun kustannusliike	1
[Haapajärven säästöpankki]	haapajärven säästöpankki	1
[Vaasan tehdas- ja käsityöyhdistys]	vaasan tehdas käsityöyhdistys	1
Strix & C:os förlag	strix c os förlag	1
Pohjois-Suomen karjanjalostusyhdistys	pohjois suomen karjanjalostusyhdistys	1
'Savon lehden' konttori	'savon lehden' konttori	1
Williams and Norgate	williams norgate	1
Antrean kirkonkylän nuorisoseura	antrean kirkonkylän nuorisoseura	1
[Sortavalan 'Ponnistus']	sortavalan 'ponnistus'	1
Granberg'in taideteollisuus	granberg'in taideteollisuus	1
Sos. dem. piiritoimikunta	sos dem piiritoimikunta	1
Öfverstyrelsen för landtmäteriet, utg.	öfverstyrelsen för landtmäteriet utg	1
[Finska forstföreningens]	finska forstföreningens	1
Finska skogsvårdsföreningen Tapio	finska skogsvårdsföreningen tapio	1
Tapion kirjapaino	tapion kirjapaino	1
Allmänna brandkårsförbundet i Finland	allmänna brandkårsförbundet i finland	1
[Helsingin yleinen ravintoyhdistys]	helsingin yleinen ravintoyhdistys	1
[Helsingin vapaa-ehtoinen palokunta]	helsingin vapaa ehtoinen palokunta	1
Finska skogsvårdsföreningen  Tapio	finska skogsvårdsföreningen tapio	1
Finska kyrkohistoriska samfundet	finska kyrkohistoriska samfundet	1
[Finska grafiska industrins arbetsgifvareförbund]	finska grafiska industrins arbetsgifvareförbund	1
[Perä-Pohjolan kansanopisto]	perä pohjolan kansanopisto	1
Perä-Pohjolan hevossiitosliitto	perä pohjolan hevossiitosliitto	1
Sjukhusläkareföreningen i Finland	sjukhusläkareföreningen i finland	1
[Föreningsbankens i Finland]	föreningsbankens i finland	1
Finska ångpanneföreningen	finska ångpanneföreningen	1
Föreningen för främjande af allmännyttig byggnadsverksamhet	föreningen för främjande allmännyttig byggnadsverksamhet	1
Föreningen för arbetarskydd och socialförsäkring i Finland	föreningen för arbetarskydd socialförsäkring i finland	1
[Rauman kaupunki]	rauman kaupunki	1
Inkerin talonpoika	inkerin talonpoika	1
Vita bandet	vita bandet	1
[Föreningen Fylgia]	föreningen fylgia	1
[Östra Nylands folkhögskola]	östra nylands folkhögskola	1
Helsingfors finska bokhandels	helsingfors finska bokhandels	1
Edgrens bokh.	edgrens bokh	1
Hökerberg	hökerberg	1
Societas scientiarum fennica	societas scientiarum fennica	1
Förlag: E. Wallenius	förlag e wallenius	1
[Socialdemokratiska ungdomsförbund]	socialdemokratiska ungdomsförbund	1
[Finlands postiljonförening]	finlands postiljonförening	1
Föreningen Marthas skrifter	föreningen marthas skrifter	1
Toivo	toivo	1
Kansan Tahto	kansan tahto	1
Paltamon kunta	paltamon kunta	1
[Hyvinge klädesfabrik]	hyvinge klädesfabrik	1
Eläinsuojelus	eläinsuojelus	1
[Kansantaloudellinen yhdistys]	kansantaloudellinen yhdistys	1
Voikan työväenyhdistys	voikan työväenyhdistys	1
Kuusankosken työväenyhdistys	kuusankosken työväenyhdistys	1
Högforsin osuuskauppa	högforsin osuuskauppa	1
[Finlands bank]	finlands bank	1
Suomen painoasiain ylihallitus	suomen painoasiain ylihallitus	1
[Paimion kunta]	paimion kunta	1
Varsinaissuomalaisen osakunnan kotiseutuvaliokunta	varsinaissuomalaisen osakunnan kotiseutuvaliokunta	1
Helsingin kirvesmiesten ammattiosasto	helsingin kirvesmiesten ammattiosasto	1
[Oulun työväenyhdistys]	oulun työväenyhdistys	1
[Suomen osuuskaupat]	suomen osuuskaupat	1
[Osuuskauppamiehet]	osuuskauppamiehet	1
Agrikultur-ekonomiska försöksanstalten i Finland, utg.	agrikultur ekonomiska försöksanstalten i finland utg	1
[Suomen osuuskassaliike]	suomen osuuskassaliike	1
Suomen maatalouskoulujen opettajayhdistys	suomen maatalouskoulujen opettajayhdistys	1
Helsingin kaupungin suomenkieliset kansakoulut	helsingin kaupungin suomenkieliset kansakoulut	1
S. T. L. Nuoriso-osastojen keskustoimikunta	l nuoriso osastojen keskustoimikunta	1
Emerik Olsoni	emerik olsoni	1
[Keisarillisen senaatin kirjapaino]	keisarillisen senaatin kirjapaino	1
[Riihimäen yhteiskoulu]	riihimäen yhteiskoulu	1
[Oulun pyrintö]	oulun pyrintö	1
Kisakenttä	kisakenttä	1
K. J. Raunio	k raunio	1
Keisarillisen Senaatin Oikeustoimituskunta	keisarillisen senaatin oikeustoimituskunta	1
J. A. Salminen	salminen	1
Suomen Ammattijärjestöt	suomen ammattijärjestöt	1
Tampereen kivipaino	tampereen kivipaino	1
Savon työv. sanomalehti- ja kp.-osuuskunta	savon työv sanomalehti kp osuuskunta	1
Svenska nykterhetsförl.	svenska nykterhetsförl	1
Olavi Penttinen	olavi penttinen	1
Länsi-Suomen karjanmyynti osuuskunta	länsi suomen karjanmyynti osuuskunta	1
Edistysmiel. osuuskauppaväen keskuskomitea	edistysmiel osuuskauppaväen keskuskomitea	1
Sångens vänner	sångens vänner	1
Arkki	arkki	1
Tähti	tähti	1
[Nuorten naisten kristillinen yhdistys]	nuorten naisten kristillinen yhdistys	1
[NMKY]	nmky	1
Osmo	osmo	1
Viipurin työväen sanomalehti- ja kirjapaino osuuskunta	viipurin työväen sanomalehti kirjapaino osuuskunta	1
Streng vertraulich	streng vertraulich	1
Kajaanin sanomalehti- ja kirjapaino	kajaanin sanomalehti kirjapaino	1
Kuopion läänin itäinen vaalipiiri	kuopion läänin itäinen vaalipiiri	1
[Nilsiän kunta]	nilsiän kunta	1
Maatalouskoulujen opettajayhdistyksen Etelä-Suomen piiri	maatalouskoulujen opettajayhdistyksen etelä suomen piiri	1
Nauru-lippaan toimitus	nauru lippaan toimitus	1
Etelä-Saimaan raittiuspiiritoimikunta	etelä saimaan raittiuspiiritoimikunta	1
[Raahen  porvari- ja kauppakoulu]	raahen porvari kauppakoulu	1
Oma voima	oma voima	1
Wihtori Kosonen	wihtori kosonen	1
[Mynämäen kunta]	mynämäen kunta	1
Djurskyddslitteratur i Helsingfors	djurskyddslitteratur i helsingfors	1
Uusi kotimaa	uusi kotimaa	1
Helsingin kirjaltajayhdistyksen siviililatojain osasto	helsingin kirjaltajayhdistyksen siviililatojain osasto	1
[Korkeakosken kauppa]	korkeakosken kauppa	1
Urheilijain kustannusosakeyhtiö	urheilijain kustannusosakeyhtiö	1
Ilmari R. Lindqvist, utg.	ilmari r lindqvist utg	1
Kaarlo A. Helin	kaarlo helin	1
Otto andersin	otto andersin	1
Munsala församling	munsala församling	1
Aikain vartijan kustannus	aikain vartijan kustannus	1
Lutherska evangeliföreningens i Finland förlag	lutherska evangeliföreningens i finland förlag	1
Suom. ev. luth. pyhäkouluyhdistys	suom ev luth pyhäkouluyhdistys	1
[Newa]	newa	1
E. Hedman	e hedman	1
Oxford University Press	oxford university press	1
[Mikkelin vesijohtolaitos]	mikkelin vesijohtolaitos	1
[Pohjois-Savon kansanopisto]	pohjois savon kansanopisto	1
['Jyske']	'jyske'	1
'Vapaa ajatus' förlag	'vapaa ajatus' förlag	1
Osuuskauppatoiminnan puoluettomuussuunnan järjestö	osuuskauppatoiminnan puoluettomuussuunnan järjestö	1
Tilapäistöiden kp.	tilapäistöiden kp	1
Tampereen sanomain kustannus	tampereen sanomain kustannus	1
Helsingfors segelmakeri	helsingfors segelmakeri	1
[Kirkkolakikomitea]	kirkkolakikomitea	1
Agronominen yhdistys	agronominen yhdistys	1
Suom.luth. evank.-yhdistys	suom luth evank yhdistys	1
[Toijalan osuuskauppa]	toijalan osuuskauppa	1
[Paimion kauppaosuuskunta]	paimion kauppaosuuskunta	1
Vasa bibelsällskap	vasa bibelsällskap	1
Meteorologinen keskuslaitos	meteorologinen keskuslaitos	1
Mattias Selo	mattias selo	1
Forssan kirjakauppa	forssan kirjakauppa	1
Tervakosken osuuskauppa r. l.	tervakosken osuuskauppa r l	1
F. Forsbergin kp.	f forsbergin kp	1
Helsingin nimikirja	helsingin nimikirja	1
K. Kataja	k kataja	1
[Margariinikomitea]	margariinikomitea	1
Suomen Kirjastoseura	suomen kirjastoseura	1
KS.	ks	1
Tampereen sanomain	tampereen sanomain	1
Sortavalan uusi kirjapaino	sortavalan uusi kirjapaino	1
Kuopion maanviljelysseuran johtokunta	kuopion maanviljelysseuran johtokunta	1
[Helsingin sentraalikirjapaino]	helsingin sentraalikirjapaino	1
Finnish Lutheran book concern	finnish lutheran book concern	1
[Lilius & Hertzberg]	lilius hertzberg	1
Suomen maalaisväestön liiton Viipurin läänin itäinen vaalipiiri	suomen maalaisväestön liiton viipurin läänin itäinen vaalipiiri	1
[Karjalan Maalaiskansan sanomalehti-osakeyhtiö]	karjalan maalaiskansan sanomalehti osakeyhtiö	1
Lindgren ja Kumpp. kustannusliike	lindgren kumpp kustannusliike	1
Socialdemokratiska partikommissionen	socialdemokratiska partikommissionen	1
Henkivakuutus Salama	henkivakuutus salama	1
Suomen nuorten miesten kristillisten yhdistysten ja Nuorten kristillisten yhdistysten liitto	suomen nuorten miesten kristillisten yhdistysten nuorten kristillisten yhdistysten liitto	1
Suomen N.M.K.Y ja N.K.Y. Liitto	suomen n m k y n k y liitto	1
Helsingin Kaiu	helsingin kaiu	1
J. F. Olan's bokhandel & bokbinderi	f olan's bokhandel bokbinderi	1
Matti Vuolukka	matti vuolukka	1
Styrelsen för Finlands drogistförening	styrelsen för finlands drogistförening	1
Yksityinen kauppakoulu	yksityinen kauppakoulu	1
[SONR]	sonr	1
Maanviljelys-taloudellinen koelaitos Suomessa	maanviljelys taloudellinen koelaitos suomessa	1
'Terveyden'	'terveyden'	1
[Eläinsuojelusyhdistys]	eläinsuojelusyhdistys	1
Hilda Lagerstedt	hilda lagerstedt	1
[Turun vapaaehtoinen palokunta]	turun vapaaehtoinen palokunta	1
J. Urpilainen	urpilainen	1
J. A. Salmisen kirjapaino	salmisen kirjapaino	1
Suomen kirjeopiston kotiopetus	suomen kirjeopiston kotiopetus	1
[Suomen liikeapulaisten liitto]	suomen liikeapulaisten liitto	1
[Vaasan läänin maanviljelysseura]	vaasan läänin maanviljelysseura	1
Turun evankelis-lutherilainen seura	turun evankelis lutherilainen seura	1
[Lahden seudun nuorisoseurojen liitto]	lahden seudun nuorisoseurojen liitto	1
Sörnäisten ja Helsingin suomalainen nuorten naisten kristillinen yhdistys	sörnäisten helsingin suomalainen nuorten naisten kristillinen yhdistys	1
Finska forstsamfundet	finska forstsamfundet	1
Société de science agricole de Finlande	société de science agricole de finlande	1
Suomen pankki	suomen pankki	1
Suomen nuorisoseuraliike	suomen nuorisoseuraliike	1
Posti- ja lennätinlaitoksen ylihallitus	posti lennätinlaitoksen ylihallitus	1
Osuuskauppa Visa	osuuskauppa visa	1
[Lemin julkaisutoimikunta]	lemin julkaisutoimikunta	1
Voim. ja urheiluseura 'Jyry'	voim urheiluseura 'jyry'	1
Merkantil. kp	merkantil kp	1
Tornion raittiuspiiri	tornion raittiuspiiri	1
Suomen matkailuyhdistys	suomen matkailuyhdistys	1
Suomen Anniskelu- ja vähittäismyyntiyhtiöiden järjestelyvaliokunta	suomen anniskelu vähittäismyyntiyhtiöiden järjestelyvaliokunta	1
Amerikan Suomalainen kirjallisuuden seura	amerikan suomalainen kirjallisuuden seura	1
[Kiikoisten osuusmeijeri]	kiikoisten osuusmeijeri	1
W. Joroinen	w joroinen	1
Turun evank.-lut. seura.	turun evank lut seura	1
[Suomen maalarintyöntekijäin liitto]	suomen maalarintyöntekijäin liitto	1
[Turun työväenyhdistys]	turun työväenyhdistys	1
[Uudenmaan sosialidemokratinen vaalipiirijärjestö]	uudenmaan sosialidemokratinen vaalipiirijärjestö	1
[Suomen lajittelukirjakauppiasyhdistys]	suomen lajittelukirjakauppiasyhdistys	1
Hekivakuutusyhtiö Suomi	hekivakuutusyhtiö suomi	1
Hangon pyhäkoulutoiminta	hangon pyhäkoulutoiminta	1
Kristillinen ylioppilasliitto	kristillinen ylioppilasliitto	1
Tekijätär	tekijätär	1
Siirtolaisen kp	siirtolaisen kp	1
Työv. sanomal. kirjapaino- ja kauppaosuusk.	työv sanomal kirjapaino kauppaosuusk	1
H. W. Marjamaan kirjapaino	h w marjamaan kirjapaino	1
N. N. K. Y.	n n k y	1
[Lapin kunta]	lapin kunta	1
Raittiuskansan kp	raittiuskansan kp	1
Suom. kirj. seura	suom kirj seura	1
L:rannan tuberkulosinvastustamisyhdist.	l rannan tuberkulosinvastustamisyhdist	1
Pyh. Sergein ja Hermanin veljeskunta	pyh sergein hermanin veljeskunta	1
Limingan osuuskauppa	limingan osuuskauppa	1
Rovaniemen kunta	rovaniemen kunta	1
Juho Kartano	juho kartano	1
Helsingin Nuorten Miesten Kristillinen yhdistys	helsingin nuorten miesten kristillinen yhdistys	1
[Pelastusarmeijan päämaja]	pelastusarmeijan päämaja	1
Merkantil kp.	merkantil kp	1
A. Apostol.	apostol	1
Sulo A. Sinisalo	sulo sinisalo	1
Sydän-Suomen kp.	sydän suomen kp	1
Työläisnainen	työläisnainen	1
Suomen N. M. K. Y. ja Nuorten kristillisten yhdistysten liitto	suomen n m k y nuorten kristillisten yhdistysten liitto	1
[Hämeenlinnan raittiusseura]	hämeenlinnan raittiusseura	1
[Michiganin kuparialueen liikemiesyhdistys]	michiganin kuparialueen liikemiesyhdistys	1
Kustannusliike Työkansa	kustannusliike työkansa	1
Telén & C:o	telén c o	1
[Joensuun lyseo]	joensuun lyseo	1
Etelä-Pohjanmaan kansallismieliset nuorisoliitot	etelä pohjanmaan kansallismieliset nuorisoliitot	1
Theodor Schwindt	theodor schwindt	1
Helsingin palvelijataryhdistys	helsingin palvelijataryhdistys	1
Viipurin Suom. kirj. seura	viipurin suom kirj seura	1
Juha Lehto	juha lehto	1
[Tainionkosken V. P. K.]	tainionkosken v p k	1
Suomen Turvetoimisto	suomen turvetoimisto	1
Suomen lähetysseuran Lestadiolainen haaraosasto	suomen lähetysseuran lestadiolainen haaraosasto	1
Kyminlaakson työväen kp.	kyminlaakson työväen kp	1
Suomen rakennusmestariliitto Helsingin suomalainen osasto, julkaisija	suomen rakennusmestariliitto helsingin suomalainen osasto julkaisija	1
Satakunnan kp	satakunnan kp	1
Kymintehtaalaisten osuuskaupan i. l. hallitus, julkaisija	kymintehtaalaisten osuuskaupan i l hallitus julkaisija	1
Kansalliskp	kansalliskp	1
Lahden kirjakauppa	lahden kirjakauppa	1
Vapaan lähetyksen toimisto	vapaan lähetyksen toimisto	1
[Vetelin säästöpankki]	vetelin säästöpankki	1
[Suomen eläinsuojelusyhdistys]	suomen eläinsuojelusyhdistys	1
Käkisalmen säästöpankki	käkisalmen säästöpankki	1
Suomen vaatetustyöntekijäin liitto	suomen vaatetustyöntekijäin liitto	1
Osuuskunta Raivaajan kp	osuuskunta raivaajan kp	1
Tryckeriab. Fylgia	tryckeriab fylgia	1
Sanakuva	sanakuva	1
Sosialistin kirjapaino-osuusk.	sosialistin kirjapaino osuusk	1
Johannes Hoving	johannes hoving	1
seminaarin ent. oppilaat	seminaarin ent oppilaat	1
Oulun suomalainen klubi	oulun suomalainen klubi	1
Jyväskylän matkailijayhdistys	jyväskylän matkailijayhdistys	1
Kansallismielisten nuorisoliitto	kansallismielisten nuorisoliitto	1
[Kauppakorkeakoulukomitea]	kauppakorkeakoulukomitea	1
[Suomen liikemiesten kauppaopisto]	suomen liikemiesten kauppaopisto	1
[Kauhajoen nuorisoseura]	kauhajoen nuorisoseura	1
Pyh. hallitseva synoodi	pyh hallitseva synoodi	1
Miina Kilpi	miina kilpi	1
Kaupunginvaltuusto	kaupunginvaltuusto	1
Sörnäisten Krist. kansanopisto	sörnäisten krist kansanopisto	1
[Kuopion kuuromykkäinkoulu]	kuopion kuuromykkäinkoulu	1
Päivälehden kustannusyhtiö	päivälehden kustannusyhtiö	1
[Kiikoisten kunta]	kiikoisten kunta	1
Kustannusliike 'Tarmo'	kustannusliike 'tarmo'	1
Kustannus-osakeyhtiö Kansa	kustannus osakeyhtiö kansa	1
Työkansan kp	työkansan kp	1
[S. O. N. R.]	o n r	1
Isak julin	isak julin	1
Suomen Osuuskauppojen Keskusosuuskunta	suomen osuuskauppojen keskusosuuskunta	1
Suom. kansallis-raittius-veljeysseura	suom kansallis raittius veljeysseura	1
Duodecim-Seura	duodecim seura	1
[Hämeenlinnan suomalainen säästöpankki]	hämeenlinnan suomalainen säästöpankki	1
Idän suomalainen raittiuskansan liitto	idän suomalainen raittiuskansan liitto	1
K.Valovuori	k valovuori	1
[Ypäjän kirkonkylän osuuskauppa]	ypäjän kirkonkylän osuuskauppa	1
[Viipurin Teollisuusyhdistys]	viipurin teollisuusyhdistys	1
[työväen osuuskauppa Onni]	työväen osuuskauppa onni	1
[Porin ympäristön osuusmeijeri]	porin ympäristön osuusmeijeri	1
[Pakkalan osuusmeijeri-osuuskunta]	pakkalan osuusmeijeri osuuskunta	1
[Oulun läänin Hätäapukomitea]	oulun läänin hätäapukomitea	1
[Ylistaron osuusmeijeri]	ylistaron osuusmeijeri	1
[Oulun osuuskauppa r. l.]	oulun osuuskauppa r l	1
[kansanvalistusseuran Uudenkaupungin haaraosasto]	kansanvalistusseuran uudenkaupungin haaraosasto	1
[Kansainvälinen ammattiyhdistysliike]	kansainvälinen ammattiyhdistysliike	1
[Haminan rautatie]	haminan rautatie	1
[V. Nieminen]	v nieminen	1
Emil Sundell	emil sundell	1
Betelin seurakunnallinen nuorisopiiri Turussa	betelin seurakunnallinen nuorisopiiri turussa	1
Suomen opettajayhdistyksen keskushallitus	suomen opettajayhdistyksen keskushallitus	1
Kansan tahdon kp.	kansan tahdon kp	1
Etelä Savon kp.	etelä savon kp	1
Kustannusliike Tuulikki	kustannusliike tuulikki	1
Suomen kansakoulun historian aineksia keräävä komitea	suomen kansakoulun historian aineksia keräävä komitea	1
[Längelmäen säästöpankki]	längelmäen säästöpankki	1
Ratamestari- ja esimiesyhdistyksen Keskustoimikunta	ratamestari esimiesyhdistyksen keskustoimikunta	1
[Suomen lähetysseuran laestadiolaisen haaraosaston päätoimikunta]	suomen lähetysseuran laestadiolaisen haaraosaston päätoimikunta	1
Tekijä, jakaja	jakaja	1
[Kuopion uimaseura]	kuopion uimaseura	1
Kemin työväenseura	kemin työväenseura	1
Kodin lehti	kodin lehti	1
Lounas Osuuskunta	lounas osuuskunta	1
Voimistelunopettajain liitto	voimistelunopettajain liitto	1
Y. Halonen, E. Nyström, P. Pääkkönen	y halonen e nyström p pääkkönen	1
Idän Suomalaisen raittiusk. liitto	idän suomalaisen raittiusk liitto	1
Kyminlaakson työväen kirjapaino	kyminlaakson työväen kirjapaino	1
[Pohjanmaan Työväen Osuuskirjapaino]	pohjanmaan työväen osuuskirjapaino	1
[Sörnäisten suomalainen seurakunta]	sörnäisten suomalainen seurakunta	1
Suomen sos.- dem. nuorisoliitto	suomen sos dem nuorisoliitto	1
Kristillinen työkansa	kristillinen työkansa	1
[Kalastuskomitea]	kalastuskomitea	1
Lappeenrannan käsityöläis- ja tehtailijayhdistys	lappeenrannan käsityöläis tehtailijayhdistys	1
Keräystoimikunta	keräystoimikunta	1
Tammelan kirjakauppa, jakaja	tammelan kirjakauppa jakaja	1
[Kajaanin sos.-dem.]	kajaanin sos dem	1
Eeli ja William Jokinen	eeli william jokinen	1
Ratamestari- ja esimiesyhdistyksen keskustoimikunta	ratamestari esimiesyhdistyksen keskustoimikunta	1
Keskusosuusliike Hankkija	keskusosuusliike hankkija	1
[Parkanon säästöpankki]	parkanon säästöpankki	1
Eläinsuojelus-yhdistys	eläinsuojelus yhdistys	1
J. Andersson	andersson	1
Jämsän kansanopiston toveriliitto	jämsän kansanopiston toveriliitto	1
J. F. Olan's bokh. & bokbinderi	f olan's bokh bokbinderi	1
Onni Palokangas	onni palokangas	1
[Pohjois-Satakunnan kansanopiston oppilasliitto]	pohjois satakunnan kansanopiston oppilasliitto	1
C. E. yhdistys	c e yhdistys	1
Suomen Kauppavaltuuskunnan keskusvaliokunta	suomen kauppavaltuuskunnan keskusvaliokunta	1
Turun suomalaisten vaalikomitea	turun suomalaisten vaalikomitea	1
[Turun suomalainen yliopistoseura]	turun suomalainen yliopistoseura	1
Tampereen kirjakauppa	tampereen kirjakauppa	1
Lappeenrannan kaupunki	lappeenrannan kaupunki	1
[Länsi-pohjan osuuskauppa]	länsi pohjan osuuskauppa	1
Erio	erio	1
[Maanviljelysharjoitteluvaliokunta]	maanviljelysharjoitteluvaliokunta	1
Edlundin kustannusoy.	edlundin kustannusoy	1
[Sana]	sana	1
[Tilastokeskus]	tilastokeskus	1
Vihdin sos. dem. kunnallistoimikunta	vihdin sos dem kunnallistoimikunta	1
V. Kosonen ja K:ni	v kosonen k ni	1
Finnish Daily Publishing Company	finnish daily publishing company	1
Maan kestikievarit	maan kestikievarit	1
Keisarillisen Senaatin Kirjapaino	keisarillisen senaatin kirjapaino	1
Teknillinen yhdistys Suomessa	teknillinen yhdistys suomessa	1
[Ylöjärven kunta]	ylöjärven kunta	1
Dosenttiyhdistys	dosenttiyhdistys	1
Suomen rohdoskauppiaitten yhdistyksen hallinto	suomen rohdoskauppiaitten yhdistyksen hallinto	1
Lahden uusi kp.	lahden uusi kp	1
Gutenberg kp.	gutenberg kp	1
Pohjolan Kustannus	pohjolan kustannus	1
Societas pro Fauna et Flora Fennica	societas pro fauna flora fennica	1
Finnish Daily Publishing	finnish daily publishing	1
[Ruskealan opettajayhdistys]	ruskealan opettajayhdistys	1
Suomen kuljetustyöntekijäin liiton Viipurin liikeapulaisyhdistys	suomen kuljetustyöntekijäin liiton viipurin liikeapulaisyhdistys	1
Suomen Sos.-Dem. Nuorisoliitto	suomen sos dem nuorisoliitto	1
N. Kotkavuoren välitysliike, jakaja	n kotkavuoren välitysliike jakaja	1
Chr. Sjöblom ja T. V. Toivio	chr sjöblom v toivio	1
'Suomen viikkolehden' toimisto	'suomen viikkolehden' toimisto	1
Vienan Karjalaisten liitto	vienan karjalaisten liitto	1
Kustannusliike Kansanvalta	kustannusliike kansanvalta	1
Kotkan kuoro	kotkan kuoro	1
[Suomen vanginvartijayhdistys]	suomen vanginvartijayhdistys	1
Raamatuntutkijain seura	raamatuntutkijain seura	1
G. W. Edlund'in kustannus	w edlund'in kustannus	1
Sosialidemokratinen kunnallistoimikunta	sosialidemokratinen kunnallistoimikunta	1
Viipurin Työväen Sanomalehti- ja kirjapaino-osuuskunta	viipurin työväen sanomalehti kirjapaino osuuskunta	1
Kauppa-asioimisto Merkur	kauppa asioimisto merkur	1
[Yhdistyneitten edistyspuolueitten valtuuskunta]	yhdistyneitten edistyspuolueitten valtuuskunta	1
[Suomalainen kirjakauppa, jakaja]	suomalainen kirjakauppa jakaja	1
Nauru-Jussin toimitus	nauru jussin toimitus	1
Hämeenlinnan työväenyhdistys	hämeenlinnan työväenyhdistys	1
Edith Strengin kirjakauppa	edith strengin kirjakauppa	1
Lääkintölaitos	lääkintölaitos	1
Rauman kirjapaino oy.	rauman kirjapaino oy	1
Helsingin suomalainen kirjakauppa, jakaja	helsingin suomalainen kirjakauppa jakaja	1
[Osuuskauppa Mäki-Matti]	osuuskauppa mäki matti	1
Systema	systema	1
[Someron osuusmeijeri]	someron osuusmeijeri	1
Suomen sos.-dem. nuorisoliiton toimikunnan julkaisu	suomen sos dem nuorisoliiton toimikunnan julkaisu	1
[Viipurin telefooniosakeyhtiö]	viipurin telefooniosakeyhtiö	1
Aikain Wartijan kustannus	aikain wartijan kustannus	1
Vaasan sos.-dem. kunnallistoimikunta	vaasan sos dem kunnallistoimikunta	1
Pohjoismaisen yhdistyksen tieteellisen eläinrääkkäyksen vastustamiseksi jäseniä	pohjoismaisen yhdistyksen tieteellisen eläinrääkkäyksen vastustamiseksi jäseniä	1
Vaasan sos.-dem. nuorisoliitto	vaasan sos dem nuorisoliitto	1
Kotimaa	kotimaa	1
[Piiritoimikunta]	piiritoimikunta	1
Uudenmaan yhdistyneiden suomalaisten puolueiden vaalitoimisto	uudenmaan yhdistyneiden suomalaisten puolueiden vaalitoimisto	1
Liittotoimikunta	liittotoimikunta	1
A. Jokinen & K:i	jokinen k i	1
Kustannusliike Sana	kustannusliike sana	1
Suomen Historiallinenseura	suomen historiallinenseura	1
Sim. per. kp	sim per kp	1
[Vehmaan osuuskauppa]	vehmaan osuuskauppa	1
Paavo Väyrynen	paavo väyrynen	1
Uudenmaan nuorisoseura	uudenmaan nuorisoseura	1
Leander & Sandberg	leander sandberg	1
Suomal. sosial. kustannusyhtiö	suomal sosial kustannusyhtiö	1
[Piirustuksenopettajayhdistys]	piirustuksenopettajayhdistys	1
Pyhäjärven kunta	pyhäjärven kunta	1
Suomen nuorten miesten kristillisten yhdistysten ja nuorten kristillisten  yhdistysten liitto	suomen nuorten miesten kristillisten yhdistysten nuorten kristillisten yhdistysten liitto	1
Antellin valtuuskunta, julkaisija	antellin valtuuskunta julkaisija	1
Mikko Tammisen valitsijoita	mikko tammisen valitsijoita	1
[Työväen järjestönuorten liike]	työväen järjestönuorten liike	1
Helsingin uusi kirjapaino-oy	helsingin uusi kirjapaino oy	1
Suomen sosialidemokratinen nuorisoliitto	suomen sosialidemokratinen nuorisoliitto	1
Pohjoisen piirin sos.-dem. piiritoimikunta	pohjoisen piirin sos dem piiritoimikunta	1
Kp.-oy. Toivo	kp oy toivo	1
Suomen N. M. ja N. K. Y. liitto	suomen n m n k y liitto	1
[Tyrnävän seudun osuusmeijeri]	tyrnävän seudun osuusmeijeri	1
Suomen höyrykattilayhdistys	suomen höyrykattilayhdistys	1
W.S.O.Y.	w s oy	1
Ateneumin kirjakauppa	ateneumin kirjakauppa	1
Helsingin työväen osuuskauppa r. l.	helsingin työväen osuuskauppa r l	1
[Hangö samskola]	hangö samskola	1
Kalenteri oy	kalenteri oy	1
Helsingin N. M. K. Y:n Valkea Risti	helsingin n m k y n valkea risti	1
Vakuuttaja	vakuuttaja	1
Suomen Vakuutusyhdistys	suomen vakuutusyhdistys	1
Suomen yhdys-pankki	suomen yhdys pankki	1
Osuuskunta Kirjapainotaito	osuuskunta kirjapainotaito	1
Suom. puolueen edustajaryhmä	suom puolueen edustajaryhmä	1
Suomi-yhtiö	suomi yhtiö	1
Tammi kauppa oy	tammi kauppa oy	1
Suomen kirjatyöntekijäin liitto	suomen kirjatyöntekijäin liitto	1
Suomen mertsänhoitoyhdistys Tapio	suomen mertsänhoitoyhdistys tapio	1
Suomen Metsänhoitoyhdistys	suomen metsänhoitoyhdistys	1
