original	polished	Count
Savolainen, Kalle.	female	7
Sahlberg, John.	male	7
Hjelt, Hjalmar.	male	7
Herlin, Rafael.	male	7
Rosegger, Peter.	male	7
Ramsay, Jully.	female	7
Rein, Gabriel.	male	7
Raunio, Abel Fabian.	male	7
Lind, Karl Johan.	male	7
Byman, Walter.	male	7
Mott, John R.	male	7
Tavastähti, Elli.	female	7
Loti, Pierre.	male	7
Streng, Adolf V.	male	7
Storm, Theodor.	male	7
Seton, Ernest Thompson.	male	7
Grotenfelt, Julius.	male	7
Gerstäcker, Friedrich.	male	7
Erikson, Maria.	female	7
Pälsi, Sakari.	female	7
Defoe, Daniel.	male	7
Rahunen, Petter.	male	7
Marryat, Frederick.	male	7
Lönnbohm, Kasimir Agathon.	male	7
Barth, Kristian Gottlieb.	male	7
Marden, Orison Swett.	male	7
Asp, Gustaf Edvard	male	7
Asbjørnsen, Peter Christen.	male	7
Mellin, Georg.	male	7
Lindén, John.	male	7
Lehén, Emil.	male	7
Liebknecht, Wilhelm.	male	7
Kojonen, Rope.	male	7
Cedercreutz, Emil	male	7
Kaitila, Anna	female	7
Järvinen, Eero	male	7
Granit-Ilmoniemi, Bruno	male	7
Tähtelä, Kalle.	female	7
Holmberg, Carl Emil.	male	7
Ohnet, Georges.	male	7
Maupassant, Guy de.	male	7
Hamsun, Knut.	male	7
Lagermarck, Johan Svensson	male	7
Petraeus, Andreas Aeschilli	male	7
Comenius, Jan Amos	female	7
Finno, Jacobus	male	7
Achrenius, Anders	male	7
Kexlerus, Andreas Simonis	male	7
Forsenius, Johannes Johannis	male	7
Helinus, Johannes Petri	male	7
Creutz, Gustaf Philip	male	7
Brahelén, Johan	male	7
Tammelin, Nicolaus Laurentii	male	7
Rönnow, Magnus	male	7
Escholin, Israel	male	7
Forsskål, Petter	male	7
Nohrborg, Anders.	male	7
Ignatius, Bengt Jacob	male	7
Francke, August Hermann	male	7
Radloff, Fredrik Wilhelm	male	7
Cicero, Marcus Tullius	male	7
Rhyzelius, Andreas Olavi	male	7
Pritius, Johann Georg.	male	7
Holmudd, Gabriel Gabrielis	male	7
Wetterblad, Andreas	male	7
Tolpo, Nicolaus Magnus	male	7
Laihiander, Johannes	male	7
Elfwing, Petrus	male	7
Eneberg, Karl Fredrik	male	6
Sjögren, Anders Johan	male	6
Björlin, Gustaf.	male	6
Scribe, Augustin Eugène.	male	6
Finelius, Karl August	male	6
Hammerich, Frederik.	male	6
Birch-Pfeiffer, Charlotte.	female	6
Stanley, Henry M.	male	6
Langlet, Mathilda.	female	6
Franklin, Benjamin.	male	6
Pletsch, Oskar.	male	6
Blomstedt, Oskar	male	6
Wallin, Johan Fredrik.	male	6
Cannelin, Gustaf	male	6
Pietikäinen, Abraham.	male	6
Lindblad, Johan Michael.	male	6
Forsström, Karl Ferdinand.	male	6
Zeller, Christian Heinrich.	male	6
Lindqvist, Aleksander.	male	6
Rühs, Friedrich	male	6
Järvinen, Nestor.	male	6
Eckstein, Ernst.	male	6
Vulpius, Christian August.	male	6
Bremer, Fredrika	female	6
Rodhe, Bengt Carl.	male	6
Reiche, Friedrich.	male	6
Collan, Karl	male	6
Pellikka, Johan.	male	6
Wallin, Waldemar.	male	6
Hartman, Torsten.	male	6
Sonck, Emil.	male	6
Vihlman, Ivar.	male	6
Topp, Peter Jonsson.	male	6
Aminoff, Torsten Gustav	male	6
Stenroth, Otto.	male	6
Sandman, Gustaf Zachris.	male	6
Engeström, Fredrik von.	male	6
Rosendahl, Karl	male	6
Strömberg, Tyra.	female	6
Moser, Gustav von.	male	6
Rönnberg, Hanna.	female	6
Nonnen, Emily.	female	6
Oljemark, Karl T.	male	6
Nicolay, Paul.	male	6
Merle D'Aubigné, Jean Henri.	female	6
Nielsen, Konrad.	male	6
