author_name	Count
Benson, Allan E.	  1
Holm, Rurik.	  1
Nikander, J. G.	  1
Andrejev, A. P.	  1
Wulffert, Alexander.	  1
Edlund, E. O.	  1
Rømcke, C.	  1
Lindeström, Gust. Magnus.	  1
Keller, Otto.	  1
Jonas, Emil.	  1
Hornborg, Joh. Georg.	  1
Behrsinsch, R.	  1
Bastin, J.	  1
Witte, Friedrich-Carl.	  1
Windt, Harry de.	  1
Vincent, Frank.	  1
Whishaw, E. J.	  1
Wessel, A. B.	  1
Wagnsson, Gustaf.	  1
Zschokke, Hermann.	  1
Tpatter, Spencer.	  1
Travers, Rosalind.	  1
Thomson, M. Pearson.	  1
Tarnow, Fanny.	  1
Taris, Étienne.	  1
Sundström, Rudolf.	  1
Studnicki, Wł.	  1
Sieber, Jos.	  1
Smith, J. G.	  1
Seydlitz, Fr. von.	  1
Seume, J. G.	  1
Seton-Karr, H. W.	  1
Scott, Charles Henry.	  1
Scott, Alexander MacCallum.	  1
St-Julien. Ch.	  1
Roy, J.-Edmond.	  1
Rosny, Léon de.	  1
Rikord.	  1
Riegels, V.	  1
Renwick, George.	  1
Brandt, Carl Christoph Julius	  1
Regnard, J. F.	  1
Reedtz Thott, O.	  1
Turdus Merula.	  1
Polo, Marco.	  1
Phibbs, Isabella.	  1
Pepper, Charles M.	  1
Osenbrüggen, Eduard.	  1
Norman, Henry.	  1
Nordström, J. J.	  1
Kalm, Pehr.	  1
Cook, Frederick A.	  1
Morvran, Yann.	  1
Morrice, F. L. H.	  1
Morgan, Henry Arthur.	  1
Mertens, Jules.	  1
Martins, Charles.	  1
Mantegazza, Paolo.	  1
Essen, Johan August von	  1
Lundström, Vilh.	  1
Liljeroth, G.	  1
Le Blond, Aubrey Mrs.	  1
Larsson, Carl.	  1
Laestadius, Petrus.	  1
Kjellman, F. R.	  1
Jepsen, Mads.	  1
Hovgaard, Andreas Peter.	  1
Hjelt, Otto J.	  1
Heyer-Lydinghausen, Theodor.	  1
Hayward, Harriet Cornelia.	  1
Gray, Helen.	  1
Goeteeris, A.	  1
Ringa	  1
Granqvist, Ida.	  1
Gallenga, Antonio.	  1
-a-e-i.	  1
Galetski, Johan Fredrik.	  1
Forsström, Johan Erik.	  1
Fitinghoff, Rosa.	  1
Estlander, J. A.	  1
Escard, F.	  1
Elliott, Charles Boileau.	  1
-el-el.	  1
Fleege, Axel August.	  1
Falkman, Charlotta	  1
Dagny.	  1
Victor F.	  1
C. J. B.	  1
Edelsköld, K. J.	  1
-ei-	  1
Carstens, Fredrika Wilhelmina	  1
Dobson, G.	  1
Chronander, Jacob Pettersson	  1
Ödegård, Alba.	  1
Cantacuzène-Altieri, Olga	  1
Dinesen, W.	  1
Dehio, Karl.	  1
De Geer, Louis Gerard.	  1
Daa, Ludvig Kr.	  1
Cox, Samuel S.	  1
Burghausen, C. v.	  1
Brotherus, A. H.	  1
Brandt, P.	  1
Clive-Bayley, A. M. C.	  1
Baumgartner, Alexander.	  1
Bang, Th.	  1
Axelson, M.	  1
Blum, Fredrique.	  1
Arfwidsson, Nils.	  1
K. A. A.-M.	  1
Vylder, Ludvig De.	  1
Vogel, Carl.	  1
Wivolin, C. G.	  1
Witting, Rolf J.	  1
Viquesnel, M. Auguste.	  1
Warelius, Andreas.	  1
Vandevelde, L.	  1
Ursyn-Pruszynski, von	  1
Uhl, Gustav.	  1
Torpson, Nils.	  1
Stenbäck, Thomas.	  1
Sköldberg, P. B.	  1
Schwanebach, P.	  1
Comte de Santi.	  1
Roman, Abraham.	  1
Reuterskiöld, Edgar.	  1
Rytkönen, A.	  1
Milner, Thos.	  1
Rabbe, Franciscus Johannes	  1
Philippson, Alfred.	  1
Pettersson, Carl Anton.	  1
Perl, Henry.	  1
Meyer, Aage.	  1
Matihs, Kaudsites.	  1
Lähteinen, F. K.	  1
Lundsten, J. R.	  1
Lindeman, Moritz von.	  1
Lenz, E.	  1
A. L., 1842-1914.	  1
Berg, Maria.	  1
Bachmanis, Kristaps.	  1
Gösta Philip	  1
Antell, G. W.	  1
Koeppen, P. von.	  1
Andersson-Wästberg, Anna.	  1
Anderson, G. F.	  1
Anttila	  1
Alcenius.	  1
Köppen, Peter von.	  1
Karstedt, Franz Oskar.	  1
Hurt, J.	  1
Düben, Gustaf von.	  1
Cocchi, Igino.	  1
Chydenius, K.	  1
Chalhoub, Maurice.	  1
Castrén, Matthias	  1
Cajanus, August.	  1
Brummer, Wilhelm.	  1
Braun, Gustav.	  1
Bergman, Carolus	  1
Baranowskij, S.	  1
Frenckell, Reinhold	  1
Andelin, Alex.	  1
Petersén, F.	  1
Kræmer, R. von.	  1
Calonius, F. L.	  1
Nyblom, C. G.	  1
Hauch, Gunnar.	  1
Nordström, Otto Mauritz.	  1
Eichwald, Eduard von.	  1
Flahault, Ch.	  1
Forsstrand,Carl.	  1
Jägerskiöld, C. L.	  1
Lagus,  Wilhelm.	  1
Horn, Gustaf.	  1
Aspelund, Elma.	  1
Ekstrand, Viktor.	  1
Strandberg, Olavus	  1
Reinhold, B.	  1
Rydberg, Per Axel.	  1
Tengström, Johannes Jacobus.	  1
Koskimies, Juho.	  1
Fahlman, Erik.	  1
Snoilsky, C.	  1
Borg, C. G.	  1
Meijer, Bernhard.	  1
Schauman, K. F. J.	  1
Nummelin, Carl.	  1
Kugelberg, Otto.	  1
Alan, Henric Michelsson.	  1
Rajalin, M. von.	  1
Nauckhoff, xx.	  1
Hjelmstjerna, C. L.	  1
Sesemann, Lydia.	  1
Abrahamson, Werner Hans Frederik.	  1
Tutus.	  1
Emma	  1
Zilliacus, G. R. W.	  1
Väkeväinen, M.	  1
Wilén, Fritz	  1
Bonifacius.	  1
Storm, Inge	  1
Weissman von Weissenstein, Adam Gustaf.	  1
Galitzin, D.	  1
Orlow, I.	  1
Wellerhausen, E. v.	  1
Solowjeff, W.	  1
Bersezio, V.	  1
Walther, C. F. W.	  1
Wagner-Groben, W.	  1
Tea.	  1
Theremin, F.	  1
Stackelberg, Magnus.	  1
Gustafsson, Axel.	  1
Johnson, Mik.	  1
Johnson, M.	  1
Pathfinder.	  1
Schwarz, H. A.	  1
Schultén, Hugo af	  1
Saltzman, F.	  1
J. W. R.	  1
Almberg, E.	  1
Renvall, Lennart T.	  1
Pury, J. de.	  1
Plato.	  1
Planting, A. K.	  1
Pipping, Augusta.	  1
Peterson, Folke.	  1
Orlow, N. F.	  1
Onni.	  1
Broder Abel.	  1
E. O.	  1
W:s.	  1
Nylund, H. J.	  1
Murray, D. C.	  1
Christiansen, Einar.	  1
Bruhn, M.	  1
Memini.	  1
Matthey, A.	  1
Lindau, Paul.	  1
Filon, Augustin.	  1
Numers, Hedvig Const. Fred. von.	  1
Farjeon, B. L.	  1
Nordman, G. A.	  1
Nordenskiöld, Karl	  1
Nikkanen, Julia.	  1
Neovius, Frith.	  1
Phaedrus	  1
Minucius, Felix M.	  1
Lundström, C.	  1
Lucianus.	  1
Loenbom, Julia.	  1
Rudbeck, E.	  1
Lindelöf, J. A.	  1
Lind, E. A.	  1
Lilljegren, Axel Germund.	  1
Östring, Peter.	  1
Östman, P.	  1
Östberg, Jacob.	  1
Åberg, Johan Eggert.	  1
Zsoldos, Ignaz von.	  1
Zieguerer, Christian.	  1
Kyrre, Sten.	  1
Kyrklund, Karl.	  1
Kjerulf, Charles.	  1
Keith, James Francis Edward.	  1
Wirenius, Gustaf Wilhelm	  1
Janne.	  1
Ingman, Hanna.	  1
Hero.	  1
Winter, Edvard.	  1
Tolmatševskaja, Anastasija.	  1
-r -n.	  1
Wilberforce, William.	  1
Hoffman, Heinr.	  1
Hjerpe, H. H.	  1
Onkel Tommi.	  1
Herder, Johann Gottfried von.	  1
Widéen, A.	  1
Wialén, A. O.	  1
Whately, Richard.	  1
Wennberg, P. M.	  1
Wenell, Aron	  1
Nikolski, Viktor Mih.	  1
Walldén, Maria.	  1
Valerius, Johan David	  1
Wanonius, Johannes	  1
Helander, Victor L.	  1
Heideken, Carl v.	  1
Hauser, Aloys.	  1
Hartman, K. J.	  1
Gylling, Hj.	  1
Gummerus, H. E.	  1
Grundtvig, Elisabeth.	  1
X. G	  1
Ulla-täti.	  1
Ule, Otto.	  1
Tuokko.	  1
Levenstim, A.	  1
Winkler, P. von.	  1
Verhovskij, P. V.	  1
Wendt, Fredrik Willehard von	  1
Valter, Nikolai.	  1
Vahrušev, M. N.	  1
Trizna, D. S.	  1
Gjörwell, Carl Christoffer	  1
Gilbert, W. S.	  1
Genetz, Atle.	  1
A. N. N...m.	  1
Smirnovskij.	  1
Trapp, Robert.	  1
Forstén, Rudolf.	  1
Tohtori.	  1
Forsberg, A. W.	  1
Šiškov, A. S.	  1
Grendal, Gustav.	  1
Eriksson, Johan.	  1
Ekman, A.	  1
Ehrström, Otto.	  1
Tetterman, A.	  1
Jelt, Avg.	  1
Dock, F. W.	  1
Anger, K.	  1
Damberg, Joh.	  1
Cygnaeus, Walter.	  1
Ticklén, Petrus	  1
Pravdin, I.	  1
Thiersch, Heinrich Wilhelm Josias.	  1
Thauvón, Johan Fredrik	  1
Tervo, Antti	  1
Bolotov, V. V.	  1
Eichwald, E. A.	  1
Jevstifejev, N. P.	  1
Kranck, Walter Gustaf	  1
Erasmus	  1
Engman, E.	  1
Gordlevski, Wl.	  1
Taan, Johan Alexander.	  1
Söderberg, C. G.	  1
Syreen, Peter Håkanson.	  1
Svensson, C.G.	  1
Svedberg, Jesper.	  1
Tsion, S. A.	  1
Davydov, Denis.	  1
Glinka, F. N.	  1
Botčkovski, G.	  1
Bobrovski, P. O.	  1
Annenski, A. N.	  1
Reijonen, T.	  1
Björklund, B. B.	  1
Lyžin, N. P.	  1
Vasilevski, L. M.	  1
Liprandi, A. P.	  1
Gusev, P.	  1
Heiden, F.	  1
Jaroslavlev, I. Ju.	  1
Mihailov, S. K.	  1
Pergament, M.	  1
Petrovskij, Sergej.	  1
Retvih, N. P.	  1
Sergejevski, N. D.	  1
Trotskij-Senjutovitš, P. N.	  1
Suomela, J.	  1
Stöckhardt, Julius Adolph.	  1
Stöckel, H. F.	  1
Strandberg, Carolus Henricus	  1
Stjerncreutz, Albin	  1
Stewart, Balfour.	  1
Stenman, I. G.	  1
Stenius, Karl Mortimer.	  1
Stenfelt, Abraham.	  1
Brummer, C. M. E.	  1
Brotherus, Arv. Hj.	  1
Broberg, K. T.	  1
Brander, K. A.	  1
Steffen.	  1
Starcke, Christoph.	  1
Stagnelius, Erik Johan.	  1
Spinola, Werner Theodor Joseph.	  1
Spangenberg, August Gottlieb.	  1
Sourander, Gustaf Johan.	  1
Soldin, L. A.	  1
Soldan, August Fredrik	  1
Skarstedt, Carl Wilhelm.	  1
Sirén, Kaarle.	  1
Sirén, A.	  1
Sirelius, Knut Samuel.	  1
Serenius, Tobias.	  1
Schödler, Friedrich.	  1
Schütz, Johann Jakob	  1
Schultenius, Samuel.	  1
Schinmeier, Johann Christopher.	  1
Blumenthal, E. L.	  1
Hornstedt, C. F.	  1
E***.	  1
Berner, A.	  1
Berg, B. O.	  1
Avellan, Herman	  1
Aspelund, Sophie.	  1
Aschan, Allan.	  1
Don Anónimo.	  1
En gemensam vän.	  1
Alanus.	  1
Moster Ulla.	  1
Ahnger, Minna.	  1
Adlercreutz, Henrik Tomas.	  1
Åkesson, Lennart.	  1
Wising, Johan.	  1
Dippel, Eduard.	  1
Verneuil, Marie de.	  1
Wennerström, O. W.	  1
Wefing, Heinr.	  1
Bäck, Adolf.	  1
A. W. A.	  1
Tigerstedt, Arthur.	  1
Thoroddsen, Thorvald.	  1
Tenov, Elna.	  1
Schikaneder, Emanuel.	  1
Scheve, Gustav.	  1
Schéele, F.A.B. von.	  1
Schauman, Hugo Rafael.	  1
Schartau, Gustava.	  1
Saxbäck, Gustaf Adolf	  1
Savenius, Nils Theodor.	  1
Sandeau, Jules.	  1
Samuelsson, Sven.	  1
Saltza, Edvard Fredrik von.	  1
Tavaststjerna, Alarik.	  1
Sahlman, Johan.	  1
Saharov, A.	  1
Rudelbach.	  1
Tagantzeff, N. S.	  1
Söderholm, John.	  1
Söderhjelm, Sanny.	  1
Saarelainen, Konstantin Ferdinand.	  1
Räty, A.	  1
Rålamb, Åke.	  1
Davis, Andrew Jackson.	  1
Ruti, Alexander.	  1
Rüegg, H. R.	  1
Rudenschöld, Torsten.	  1
Hirn, Akseli.	  1
Rothman, A.	  1
Rosenmüller, Joh. Georg.	  1
Rosendal, Adolf Fredrik.	  1
Roschier, Evert Gustaf Julius.	  1
Rochat, August.	  1
Rissler, Jeremias.	  1
Rinman, Karl.	  1
Richter, Theodor Friedrich Max.	  1
Ceder, G. W.	  1
Tolonen, Tahwo.	  1
Strömberg, G. J.	  1
Stigzelius, Edvard.	  1
Stenius, Axel.	  1
Spåre, H. A. W.	  1
Chydenius, J. G.	  1
Kihlman, Henr.	  1
Owen, R. D.	  1
Sjöman, Hj.	  1
Rasmussen, Peter Carl Junius.	  1
Rasch.	  1
Rancken, Gustaf	  1
Esa.	  1
Seiling, Helene.	  1
Segerstråle, J. V.	  1
Schmitt, E. H.	  1
Schantz, Hedvig von.	  1
Schaefer, Carl.	  1
Rabe, K. A.	  1
Zitting, Nils Alfred.	  1
Ulrici, H.	  1
Toppelius, G.	  1
Prentiss, E.	  1
Sayous, Edouard.	  1
Perander, J. J. F.	  1
La Sizeranne, Robert de.	  1
Jerusalem, Wilhelm.	  1
Hume, David.	  1
Heinroth, Joh. Christian Aug.	  1
Hammarsköld, L.	  1
Gurre, V.	  1
Piscator.	  1
Piipponen, Heikki.	  1
Björnram, Clas Anders.	  1
Laurentius Petri Aboicus.	  1
Perander, H. G.	  1
Pennanen, Antti.	  1
Pehrsson, Olof.	  1
Pazelius, Matthias	  1
Pavilain, Johan.	  1
Paturi, Kustaa	  1
Pantsar, Henrik.	  1
Stadsbo.	  1
Palm, A. J.	  1
Otte, Heinrich.	  1
Rindell, Edvard.	  1
Adler, A. P.	  1
Nyman, H.	  1
Nylander, Abraham.	  1
Zaengerle, M.	  1
Zacheus, C.	  1
Nyholm, C. A.	  1
Völter, Immanuel Erhard.	  1
Norlin, Theodor Arnold Valentin.	  1
Nordlund, Karl Isaak.	  1
Winslow, A. P.	  1
Nordblad, Carl.	  1
Wilk, A. J.	  1
Wik, Isak Erik.	  1
Wexelsen, Marie.	  1
Westerlund, A. F.	  1
Weniaminow, Joann.	  1
Vely, E.	  1
Norbeck, Anders Erik.	  1
Wauhkonen, D.	  1
Wallmark, J.	  1
Nielsön, Villadtz.	  1
Nicander, Carl August.	  1
Newton, John.	  1
Newton, B. W.	  1
Tourgée, Albion W.	  1
Neander, August.	  1
Nathhorst, Johan Theophil.	  1
Nathhorst, Alfred.	  1
Thomas, Louis.	  1
Tanskanen, Johan	  1
Frosterus-Såltin, Alexandra	  1
Hagfors, Ernst August.	  1
Tirronen, Reijo.	  1
Lehtinen, Juhana.	  1
Nyman, Adolf Leonhard.	  1
Murray, Gustaf.	  1
Murbeck, Peter.	  1
Mundt, Carl Emil.	  1
Streng, Otto Reinhold.	  1
Stark, Johan Fredrik.	  1
Mosen, Julius.	  1
Simelius, A. W.	  1
Mustakallio, Joh.	  1
Schütze, Fr. W.	  1
Scheutz, Georg.	  1
Miller, Joh. Pet.	  1
S. R. J-n.	  1
N. -aini-	  1
Räsänen, Andreas.	  1
Meltzer, Harald.	  1
Rutanen, E. G.	  1
Melanchthon, Philipp.	  1
Melander, Anders.	  1
Mead, Mathaeus.	  1
Mayor, Matthew.	  1
Temme, J. D. H.	  1
Marttinen, Moses.	  1
Marsh	  1
Manteuffel, Kreivi.	  1
Mathey, Louis.	  1
Reusch, Franz Heinrich.	  1
Rekonen, Jonas.	  1
Reinwald, Theodor.	  1
Rambaud, Alfred Nicolas.	  1
Pöyhönen, Henrik.	  1
Poutiainen, Paavo.	  1
Post, Hampus Adolf von.	  1
Polko, Elise.	  1
Platon	  1
Pellico, Silvio.	  1
Parr, August.	  1
E. H. P.	  1
W. P-r.	  1
J. P-n.	  1
Mahn, J. H. F.	  1
-ns-	  1
Nyström, Erik.	  1
-st-	  1
Pohjanen, K.	  1
Vanha koulumies	  1
-i.	  1
Neubert, C. F. E.	  1
Monhaupt, F. N.	  1
Aseeton Maamies.	  1
G. Lbk.	  1
Mason, Alfred B.	  1
Mandellöf, Wilhelm Adrian.	  1
Malmgren, Anders Johan	  1
Lütken, C. F.	  1
Lundqvist, K. A.	  1
Lobe, J. C.	  1
Listow, Andreas Lauridz Carl.	  1
Lindqvist, Liina.	  1
Lindman, W.	  1
Lindfors, Akseli.	  1
Lindeberg, Knut Mauritz.	  1
Lindblom, Lars Conrad.	  1
Lind, Carl.	  1
Lilius, Anna.	  1
Lennstrand, Viktor E.	  1
Lamb, Charles.	  1
Kyllönen, J.	  1
Krohn, Maria Wilhelmina	  1
Kastman, Karl.	  1
Kalkar, Christian Andreas Herman.	  1
Janhunen, A.	  1
Jää, E. A.	  1
Huss, Magnus.	  1
Huizinga, W.	  1
Hoffmann, Otto.	  1
Hoffmann, C.	  1
Nyström, Garibaldi.	  1
Hillern, Wilhelmine von.	  1
Lundeqvist, Nils wilhelm.	  1
M. H.	  1
Herding, A.	  1
Rack, B. A.	  1
Meyer, K. F.	  1
Lortzing, Albert.	  1
Lockyer, J. Norman.	  1
Lithovius, Isaacus Michaelis	  1
Lindström, Hilma.	  1
Lindl, Ignaz.	  1
Jussi	  1
Lilla, Felix.	  1
Hahnsson, Johan August.	  1
Lindeqvist, Johan.	  1
Lindedahl, Vindician.	  1
Lindbom, Helena Tuomaantytär.	  1
Hackman, A.	  1
B. G:t.	  1
Granholm, F.	  1
Liljeroos, Henrik.	  1
Gall, James.	  1
Lessing, Gotthold Ephraim.	  1
Lennmalm, C. E.	  1
Leo, Gottlob Edvard.	  1
Fries, Theodor Magnus.	  1
Fortmann, H.	  1
Forssell, Abraham.	  1
G. G. F.	  1
Flood, Just Wright.	  1
Floderus, Manfred Mustafa.	  1
Landgren, C. J.	  1
Lampén, Johannes	  1
Laitinen, Henrik	  1
Lagerhamn, Carl Magnus.	  1
Kyhlberg, Hjalmar.	  1
Küster, Samuel Christian Gottfried.	  1
Kukkonen, Mikko	  1
Krüger, Wilhelm.	  1
Krell, Alexander.	  1
Krank, Peter Wilhelm.	  1
Flinta, Gustaf.	  1
Fjord, Niels Johannes.	  1
Fernhain, L. von.	  1
E. O. E.	  1
Koskus, Hanssu.	  1
Eden, Charles H.	  1
Dielitz, Theodor.	  1
Clodd, Edvard.	  1
Channing, William Ellery.	  1
Thilda.	  1
Cederström, Carolina Fredrika Theresia.	  1
Carré, Michel.	  1
Börjesson, Neiti.	  1
Buch, Sophus Andreas.	  1
Kirsch, Carl.	  1
Boisen, Peter Outzen.	  1
Billroth, Theodor.	  1
Bersier, Eugène.	  1
Keldán, Anton Gustaf.	  1
A. G. K-n.	  1
Keinänen, O. A. J.	  1
Järvinen, D.	  1
Julin, Johan.	  1
Johnsson, J. V.	  1
Jaspis, N. S.	  1
Janeway, James.	  1
Indebetou, Carl Gustaf.	  1
Iltanen, J. J.	  1
Häyrén, Fredrik	  1
Hårdh, Henrik Eliel.	  1
Hylander, Andreas.	  1
Hvasser, Theodor.	  1
Listner, Karl.	  1
Hoving, J. W.	  1
Holzmayer, J. B.	  1
Holmberg, Henrik Johan	  1
Holm, J. F.	  1
Hohburg, Christian.	  1
Hirvinen, Salomon	  1
Hiltunen, Henrik Johan.	  1
Hertzberg, Reinhold.	  1
Hersleb, Peder	  1
Töpffer, Rodolphe.	  1
Herchenbach, W.	  1
Henry, Matthew	  1
Hasselqvist, Andreas Benedicti	  1
Barnum, Phineas Taylor.	  1
Audouard, Olympe.	  1
W. A-r.	  1
Alfthan, Otto Ludvig von.	  1
Vormbaum, Reinhold.	  1
Wildt, Johan.	  1
Webb, J. B.	  1
Hammer, Wildrich.	  1
Hagelin, Bror Nils	  1
Hagberg, Carl Peter.	  1
Hachenburg, Hermann Wilhelm.	  1
Göös, Karl Gustaf	  1
Gyberg, Oskar Emanuel.	  1
Gussander, P. U.	  1
Gröndaal, Petrus	  1
Grubbens, David Wilhelm af.	  1
Gripenberg, C.	  1
Grimm, Jacob.	  1
Gouge, Thomas	  1
Goodwin, Thomas.	  1
Glaubrecht, O.	  1
Waaranen, Vihtori.	  1
Törnudd, Anders Oskar.	  1
Tayler, Charles B.	  1
Lönnbohm, O. A. F.	  1
Sundström, Carl Rudolf.	  1
Schwartzberg, Jooseppi.	  1
Gessner, Salomon.	  1
Gempt.	  1
Gasparin, Valérie de.	  1
Gadolin, Nils Anders	  1
Gad, Marius.	  1
Jannsen, Lydia.	  1
Da Ponte, Lorenzo.	  1
Oljelund, August.	  1
G. E. N.	  1
Nivalainen, D.	  1
-n. Nm.	  1
Mäkelä, Gabriel Bernhard.	  1
C. A. M.	  1
Frommel, Max.	  1
Mattis.	  1
Friedrich, W.	  1
H. K-nen.	  1
Lindemann, M. v.	  1
Kolanen, Jaakko.	  1
Kaima.	  1
Judén, Jesiel.	  1
Fortell, Frans Isaac.	  1
Forster, M.	  1
Forssell, Ernst Albert.	  1
Forsman, Kaarlo Rudolf.	  1
Forsberg, Karl Johan	  1
Horn, Erik Frederik Barth.	  1
Hooker, Joseph Dalton.	  1
Homeros.	  1
Hahr, Anders Wilhelm Theodor.	  1
Gondinet, Edmond.	  1
Gerle, F.	  1
Routanen, L.	  1
Edholm, Edvard Martin.	  1
Cuvier, Charles.	  1
Collinder, Astolf Gustaf Leopold.	  1
Christie, H.	  1
Laurencin.	  1
Blåfield, Karl Otto Johan.	  1
Berner, Aksel	  1
Beaumarchais, Pierre Augustin Caron de.	  1
Bayard, Jean François Alfred.	  1
Bambamius, Hartwig.	  1
Axelson, Maximilian.	  1
Öberg, Ludvig Teodor.	  1
Wäkeväinen, M.	  1
Leino, Gustaf Edvard.	  1
Vikélas, D.	  1
Wiberg, Anders.	  1
Kiven Vääntäjä.	  1
Weisell, J.	  1
Mrs Webb.	  1
Wawrinsky, Richard August.	  1
Wilkinson, George H.	  1
Warto, K.	  1
Walve, O.	  1
Walter, E. F. W.	  1
Alho, Väinö.	  1
Vainio, Emil	  1
Törnebohm, Alfred Elis.	  1
Tophel, G.	  1
Toll, R. G.	  1
Thorild, Thomas.	  1
Eliot, George.	  1
Europaeus, Anders Josef	  1
Erich, Theodor Waldemar.	  1
Ekwall, Daniel	  1
Ekström, Karl.	  1
Ekmarck, A.	  1
Eklundh, Otto Henrik Wilhelm.	  1
Ekenstam, Carl.	  1
Ekelund, Jakob.	  1
Ehrnrooth, Gustaf Robert.	  1
Dumoulin, Pierre.	  1
Strömberg, Adam Theodor.	  1
Ranta, Torsti.	  1
Storm, Johan Frederik Breda.	  1
Stern, Alfred.	  1
Eivaro.	  1
Korpelainen.	  1
Disraeli, Benjamin.	  1
Stein, Ernst.	  1
Dietrich, Veit.	  1
Dierckx, J.	  1
A. H. S.	  1
Skorikov, N. P.	  1
Silvander, Johan Fredrik.	  1
Silfvenius, Oskar.	  1
Silberstein, August.	  1
Agathon, Paul.	  1
Dent, Arthur	  1
Schultze, Viktor.	  1
Daniels, W. H.	  1
Dahm, Oscar Elis Leonard.	  1
Savolainen, Niilo.	  1
B. S:n.	  1
Dahlberg, T. J.	  1
Dahlbeck, Sven Petter.	  1
Dahl, Fredrik August.	  1
Dahl, Christopher.	  1
Salomon, Otto.	  1
Sainio, Johan Nestor.	  1
Sahan Kalle.	  1
Costiander, Malakias	  1
Conscience, Hendrik.	  1
Rosenmüller, Georg Hieronymus Konrad.	  1
Rönngren, R. R.	  1
Rutanen, E. K.	  1
Comenius, Jan Amos	  1
Collan, Emil.	  1
Russell, W. Clark.	  1
Clemen, Carl Friedrich Wilhelm.	  1
Reinhold, Roine.	  1
Rogstad, Anna.	  1
Pellikka, Konstu.	  1
Rietschel, Georg.	  1
Richebourg, Émile.	  1
Cederborgh, Fredrik.	  1
Cederberg, Jakob.	  1
Raunio, Aleksis.	  1
Carlsson, M.	  1
Canth, Johan Ferdinand.	  1
Pressensé, Edmond de.	  1
Sylvia.	  1
Pfaler, Karl Hjalmar von.	  1
Pearse, Mark Guy.	  1
Palander, W. F.	  1
Olsson, Karl Sixtus.	  1
Olivecrona, Samuel Rudolf Detlof Knut.	  1
Nuutinen, J. W.	  1
Nuutinen, Aukusti.	  1
Saarni, Kustavi	  1
Nordensvan, Karl Magnus Otto.	  1
Niemeyer, Paul.	  1
Oras, Jussi.	  1
Mühe, Ernst.	  1
Miettinen, Herman.	  1
e-d.	  1
Meissner, Hermann.	  1
Meinander, Ludvig.	  1
Böttiger, Carl Wilhelm.	  1
Bässler, Ferdinand.	  1
Bäckman, Knut Adolf	  1
Malishevskij, J. J.	  1
Lyly, Julius Anshelm.	  1
Luthardt, Christian Ernst.	  1
Lukianos.	  1
Ljungman, Carl.	  1
Emmi	  1
Linna, Roopert.	  1
Lindh, E. A.	  1
Fr. L-n.	  1
Lind, Karl.	  1
Leroy-Beaulieu, Pierre Paul.	  1
Leppälä, Juho.	  1
Lemke, Otto Wilhelm.	  1
Leiman, Jonas Viktor.	  1
Lechler, Karl.	  1
Lamminen, Frans.	  1
L.	  1
Kurra, O. W.	  1
Kündig, Eucharius.	  1
Krummacher, Friedrich Adolph.	  1
Kristofersen, Kristofer Lorents Hornemann.	  1
Krasoff, M. J.	  1
Koskinen, Karl Jooseppi.	  1
Kanerva, Antero.	  1
Konrad, S.	  1
Konkola, Severus.	  1
Niku.	  1
L. K.	  1
Ketonen, Iisakki.	  1
Keith, Alexander.	  1
Juuso.	  1
Kaitila, Wilho.	  1
Peltolainen, Frans.	  1
Kabakoff.	  1
Jensen, Gustav.	  1
Jauhiainen, K. R.	  1
Jalander, Fredrik Wilhelm.	  1
Jackson, John.	  1
Jaakkola, Efraim	  1
Ikonen, I.	  1
Aukusti H.	  1
Holmgren, Josef.	  1
Holmgren, August Emil.	  1
Holm, Samuel.	  1
Hochstetter, Wilhelm.	  1
Hirvonen, S.	  1
Heurlin, U. R.	  1
Hermogen	  1
Hellman, A.	  1
Helenius, Taavetti.	  1
Helenius, A.	  1
Heinrich, K.	  1
Heinemann, Kaarlo.	  1
Harper, H.	  1
Hagman, Sofia.	  1
Hagdahl, Charles Emil.	  1
Guizot, François Pierre Guillaume.	  1
Saima.	  1
Linsén, K. F.	  1
Leimu.	  1
Grey, H.	  1
Goldschmidt, Harald Naphthali.	  1
Reitz, Franz.	  1
Fröjdlund, Johan.	  1
Fricke, L. W.	  1
Forss, Juho Anton Immanuel.	  1
A. V. F-n.	  1
Flinkman, Johan Julius.	  1
Fieandt, Karl Johan von.	  1
Ewans, T. H.	  1
Etlar, Carit.	  1
Rehbinder, O. C.	  1
Erdmann, Edvard.	  1
Einiö, K.	  1
Enkvist, Ludvig.	  1
Enebäck, Johan Anshelm.	  1
Sylva, Carmen.	  1
Ekberg, Lauri Olli.	  1
Qvist, E.	  1
Mentzer, T. A. von.	  1
Peregrinus	  1
Craven, Pauline.	  1
Cramer, W.	  1
Craik, Dinah Maria.	  1
Collin, Otto	  1
H. F. A.	  1
Bucht, Henrik.	  1
Brunn, Friedrich.	  1
Bring, Johan Christian.	  1
E. S.	  1
Wikman, J. Edv.	  1
Bouilly, Jean Nicolas.	  1
Bormann, Karl.	  1
Borenius, Alexander Ferdinand	  1
Blom, E. J.	  1
Berthelt, August.	  1
Nyholm, Gustaf.	  1
Fr. N.	  1
Berghäll, Karl Viktor.	  1
Nyblin, Daniel.	  1
Bartram, Johan.	  1
Backman, Herman.	  1
Asp, Jaakko.	  1
Hervieu, Paul.	  1
Skram, Amalie.	  1
Carol, Jean.	  1
Enault, Louis.	  1
Bierfreund, Theodor.	  1
Rist, P. F.	  1
Juel-Hansen, Erna.	  1
