original	polished	Count
Appelgren, Hjalmar.	Appelgren, Hjalmar	7
Suvorov, P.	Suvorov, P	7
Tainio, Taavi.	Tainio, Taavi	7
Maupassant, Guy de.	Maupassant, Guy De	7
Ilmonen, S.	Ilmonen, S	7
Wuorinen, Johan.	Wuorinen, Johan	7
Borenius, Tancred.	Borenius, Tancred	7
Stockmayer, Otto.	Stockmayer, Otto	7
Pälsi, Sakari.	Pälsi, Sakari	7
Lehén, Emil.	Lehén, Emil	7
Holmberg, Carl Emil.	Holmberg, Carl Emil	7
Rahikainen, Kaarlo Juho.	Rahikainen, Kaarlo Juho	7
Liebknecht, Wilhelm.	Liebknecht, Wilhelm	7
Wright, V. von.	Wright, V. Von	7
Weikkolin, Ida.	Weikkolin, Ida	7
Warneck, Gustav Adolf.	Warneck, Gustav Adolf	7
Sahlberg, John.	Sahlberg, John	7
Ploetz, Carl.	Ploetz, Carl	7
Vergilius Maro, Publius.	Vergilius Maro, Publius	7
Lange, Ina.	Lange, Ina	7
Hjelt, Hjalmar.	Hjelt, Hjalmar	7
Grotenfelt, Julius.	Grotenfelt, Julius	7
Petrelius, A.	Petrelius, A	7
Savander, Otto.	Savander, Otto	7
Tawaststjerna, Werner.	Tawaststjerna, Werner	7
Marden, Orison Swett.	Marden, Orison Swett	7
Smirnoff, Alexandra.	Smirnoff, Alexandra	7
Paleario, Antonio.	Paleario, Antonio	7
Richter, F. E.	Richter, F. E	7
Oppman, Romulus Magnus.	Oppman, Romulus Magnus	7
Nohrborg, Anders.	Nohrborg, Anders	7
Saarelainen, K.	Saarelainen, K	7
Kielland, Alexander Lange.	Kielland, Alexander Lange	7
Hall, Newman.	Hall, Newman	7
Eneroth, Olof.	Eneroth, Olof	7
Ebers, Georg.	Ebers, Georg	7
Barth, Kristian Gottlieb.	Barth, Kristian Gottlieb	7
Asbjørnsen, Peter Christen.	Asbjørnsen, Peter Christen	7
Billman, P. M.	Billman, P. M	7
Loti, Pierre.	Loti, Pierre	7
Wagner-Groben, C.	Wagner-groben, C	7
Storm, Theodor.	Storm, Theodor	7
Defoe, Daniel.	Defoe, Daniel	7
Ohnet, Georges.	Ohnet, Georges	7
Nathorst, Hjalmar Otto.	Nathorst, Hjalmar Otto	7
Marryat, Frederick.	Marryat, Frederick	7
Heman, G. A.	Heman, G. A	7
