original	polished	Count
Arhangel'sk''	Archangelsk	1
S. Peterburg''	St Petersburg	1
[Ravenna]	Ravenna	1
[Vicenza]	Vicenza	1
[Verona]	Verona	1
Haderslev	Haderslev	1
[Erfurt]	Erfurt	1
[Köpenhamn]	Copenhagen	1
Königsberg	Kaliningrad	1
Halle a. S.	Halle	1
Kjøbnehavn	Copenhagen	1
Bergen :;Stockholm :;Kjøbenhavn	Bergen	1
Stockholm :;København :;Kristiania	Stockholm	1
Messina	Messina	1
[Kööpenhamina]	Copenhagen	1
Helsingfors :;Leipzig	Helsinki	1
Virginia (Minn.)	Virginia MN	1
Loviza	Loviisa	1
Neu-Ruppin	Neuruppin	1
Helsingforso	Helsinki	1
Aarhus	Aarhus	1
Tsingshi	Tsingshi	1
Leipzig :;Pesth	Leipzig	1
[Karlstad]	Karlstad	1
Hancockissa (Mich.)	Hancock MI	1
Hull	Hull	1
Mitau und Leipzig	Jelgava	1
Wyburg	Vyborg	1
Ancova	Ancova	1
Stockholm :;[Helsingfors]	Stockholm	1
Helsingfors :;Köpenhamn	Helsinki	1
G. Gel'singfors'	Helsinki	1
[Brändö]	Brändö	1
Brooklyn (N.Y)	New York NY	1
[Turtle Lake, Wis.]	Turtle Lake WI	1
New York, N.Y.	New York NY	1
Port Arthur (Ontario)	Port Arthur ON	1
New York Mills	New York Mills MN	1
Port Arthur	Port Arthur ON	1
Red Jacket (Mich.)	Red Jacket MI	1
Liverpoolissa	Liverpool	1
Lith i Åbo	Turku	1
St. Pietarissa	St Petersburg	1
Moscou	Moscow	1
Leitmeritz	Litoměřice	1
Gera	Gera	1
Saint-Pétersbourg	St Petersburg	1
Upsal	Uppsala	1
Poznán	Poznan	1
Cincinati	Cincinnati OH	1
Gothenburg	Gothenburg	1
Te Dordrecht	Dordrecht	1
Christianstad	Copenhagen	1
Freiburg im Breisgau	Freiburg im Breisgau	1
Nora	Nora	1
Bielefeld	Bielefeld	1
Ne York	New York NY	1
Berlin und Stettin	Berlin	1
Regensburg	Regensburg	1
[Hfors]	Helsinki	1
